Номер коробки;"КОЛ-ВО
экз. в коробке";"Обзорное описание изданий
(Название, год и номера или подшивки)";Примечания
5507;68;"Современная библиотека 2022 № 1,2,3,4,5,6,7,8,9,10,
Современная библиотека 2023 № 1,2,3,5,
Современная летопись 1863 № 1-46, 1867/1868/1869, 
Современная музыка 1924/1925/1926/1927/1928/1929
Современные тенденции изобразительного и декоративно-прикладного искусств и дизайна 
2017 №2, 2018 № 2, 2019 № 1, 2021 № 2,
Современная драматургия 1987 № 2, 1991 № 4, 1994 № 4, 1996 № 2, 2012 № 2, 2015 № 1, 2, 3, 4, 
2016 № 1, 2, 3, 4, 2017 № 1, 2, 3, 3, 4, 2018 № 4, 
Станиславский 2006 № 1, 3, 2, 
Станиславский 2007 № 1, 2, 3, 4, 5, 6, 9, 10
Станиславский 2007/08 № 12/1
Станиславский 2010 № ?, 2011 № ?, 2012 № ?, 
Современный запад 1922 № 1, 1923 № 4,
Современные эстрадные танцы 2001 № 1, 1,2, 2002 № 3, 4, 5, 6/7, 8/10, 2003 № 1, 4, 2004 №1,
";Евдокимова Л. В., Чевычалова С.Н.
24;96;"Современная зарубежная драматургия 
1980 № 4,4,5,5,6,6
1981 № 1,1,2,2,3,4,4,5,6
1982 № 1,1,2,2,3,3;4,4,5,5,6,6
1983 № 1,2,3,4,5,6,6
1984 № 1,2,3,3,4,5,6
1985 № 1,2,3,4,6,6
1986 № 1,2,2,3,4,4,5,5,6,6.
1987 № 1,1,2,2,3.3,4,4,5,5,6,6
1988 № 1,1,2.2,3,4,4,5,5,6,6
1989 № 1,2,3,3,4,5,6
1990 № 1,2,3
Современник  1912 № 6
Современные записки 1925 №24
Современный миръ 1908 № 1,2,3,5
";Титунова Егорова
"7081
6431";55;"Современная зарубежная драматургия. 1980. № 3.
Столица и усадьба. 1914. №  1 – 6, 7 – 13, 14 – 20, 21 - 24 , 7 - 10
Столица и усадьба. 1915. № 25 – 31, 31 – 44, 38 – 45, 46 – 48, 43 – 48, 49 - 57, 58 - 66, 67 – 72
Столица и усадьба. 1916. № 49 - 65,  
Столица и усадьба. 1917. № 74 – 78, 79 – 90
Столица и усадьба. 1917. № 73 – 90
Странник. 2011. № 1, 2, 3, 4, 5, 6
Странник. 2012. № 1, 2, 3, 4, 5, 6
Странник. 2013. № 3, 4, 5, 6
Странник. 2014. № 1, 2, 3, 4, 5, 6
Странник. 2015. № 1, 2, 3, 4, 5, 6
Странник. 2016. № 1, 2, 3, 4, 5, 6
Странник. 2017. № 1, 2, 3
";"Акименко,
Титунова
25.07.2023
"
25;38;"Современный мир. 1909. № 1, 2, 4, 5, 6, 7, 8,
9, 10, 11, 12
1910. № 5
1911. № 1, 9, 10, 12
1912, № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12
1913, № 1, 2, 3, 4, 7, 8, 9, 10, 11, 12";Титунова
5008;107;"Современный репертуар 1905 № 5-9-15-20-27, № 27 прил., 27 прил.,
Современный театр и музыка 1903 № 15, 
Современный театр 1927 № 1,2, 3, 4, 5, 6, 7, 8, 9,10, 11, 12, 13, 14, 15, 16, 17, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 15, 
Современный театр 1927 № 1-17, 
Современный театр 1928 № 1-52, 1-23, 24-52, 50, 12, 8, 10, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 46, 26/27, 28/29, 30/31, 32/33, 34/35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 47, 48, 49, 52, 
Современный театр 1928 № 24-25, 
Современный театр 1929 № 21-43, 26-43, 1-25, 1-20, 1-25, 26-43, 38, 
Содружество искусств 2019 №1, 
София 1914 № 2, 3, 1, 1, 2, 4, 5, 6, 1-3, 4-6, 
";"Евдокимова Л. В.,
Чевычалова С.Н."
"7077
6427";39;"Соотечественники. 1999. № 1, 2, 3, 4, 5, 6
Соотечественники. 2000. № 1, 2, 3, 4, 6
Соотечественники. 2001. № 4.
София. 1914. № 3, 5, 6
Старые годы. 1907. № 7 – 9, 10 – 11, 11,
1908. № 1, 2, 3, 4, 7 – 9, 11 -12, прилож,
прилож.
1909. № 4 – 6, 4 - 6, 7 – 9, 10 – 12
1910. № 1, 3, 4 – 6, 7 – 9, 10, 10, 11, 11, 12";Акименко, Титунова 25.07.2023
5301;72;"Сотбис 
2000 № 060919
1999 № 060616
1999 № 060337
2005 № 045701
2004 № 046155
2004 № 043702
2001 № 060874
1998 № 058994
2006 № 046900
1999 № 060252
2008 № 048806
2007 № 047211
2007 № 047212
2006 № 046162 + прилож.
2005 № 045732 + прилож.
2004 № 045394
1998 № 059439
2005 № 045508
1993 № 040259
1989 № 054613
2004 № 045371
2004 № 043684
2001 № 060336
2001 № 059301
2009 № 052395
2008 № 048899
2008 № 048096
2005 № 045785
2005 № 045513
2009 № 052185
2009 № 052176
2008 № 048887
2001 № 060910
1997 № 059447
1999 № 060749
2007 № 047217
1997 № 060746
2001 № 060172
2000 № 059482
2000 № 060124
2000 № 059411
1999 № 060811
1999 № 060774
1999 № 060108
1998 № 059348
1998 № 060899
2004 № 043521
1987 № 061255
2007 № 047222
2007 № 047210
2008 № 048891
2004 № 043664
2004 № 052169
2006 № 046160
1999 № 058991
2000 № 060552
2000 № 058992
2000 № 060841
2000 № 060309
2001 № 060290
2001 № 060275
2001 № 060822
1999 № 060771
1999 № 060119
2006 № 046948
1987 № 061256
1999 № 060265
1999 № 059321
1998 № 059040
1988 № 054612
";Евдокимова Л.В.
5302;66;"Сотбис
1985 № 061048
2009 № 052145
2001 № 059579
2005 № 045604
1988 № 054610
1997 № 059435
1999 № 059526
2005 № 045697
2000 № 060596
2000 № 060292
2001 № 059042
1999 № 060927
1999 № 060621
2000 № 060266
2008 № 048824
2007 № 047333
2007 № 047324
2006 № 046941
1987 № 061270
1988 № 061268
1998 № 059304
1999 № 059461
1999 № 061050
1999 № 060877
1990 № 046063
1989 № 046064
2001 № 060037
2010 № 052166
2009 № 052146
2009 № 052164
2009 № 052155
2008 № 048866
1998 № 059019
2007 № 047299
2007 № 047198
2001 № 060145
1999 № 061038
2009 № 052364
2000 № 060876
1999 № 060881
1998 № 059306
1998 № 059454
2001 № 060175
2006 № 046144
2005 № 045764
2004 № 044752
2005 № 045511
1999 № 060905
2007 № 047318
2006 № 046905
2006 № 045909
2005 № 045719
2005 № 045477
2004 № 046149
2004 № 043652
2000 № 059071
2000 № 061085
1998 № 060932
1997 № 060132
1999 № 060622
1998 № 059383
2000 № 060314
1999 № 060578
2001 № 059307
2003 № 043618
2004 № 044626

";Евдокимова Л.В.
5172;67;"Сотбис
1988 № 040258
1987 № 040273
2000 № 060129
2010 № 052619
2010 № 052617
2010 № 052615 + брошюра
2000 № 060278
2000 № 059034
1999 № 060052
1999 № 060757
1998 № 059043
1999 № 060595
1998 № 059575
1996 № 059412
2009 № 052177
1998 № 048895
2008 № 048894
2001 № 060156
2006 № 046159
2005 № 045512
2004 № 045395
2004 № 043699
2001 № 059286
2000 № 060855
2000 № 059440
1999 № 060854
1998 № 060843
1984 № 034127
2001 № 060793
2001 № 059586
1999 № 059065
1999 № 059381
1998 № 059387 + прилож.
1998 № 059035
2007 № 047216
2004 № 046151
2004 № 046150
2004 № 043669
2005 № 045507
2004 № 043686
2004 № 045381
1999 № 060791
2007 № 047258
1999 № 060582
1998 № 060338
2001 № 060789
2006 № 046921
2005 № 045761
2005 № 045531
2006 № 045906
2006 № 046886
2007 № 047269
2005 № 045588
2007 № 047298
1998 № 060806
2006 № 045766
2007 № 047341
2005 № 045717
2008 № 048857
2007 № 047279
2009 № 052148
2008 № 048868
2005 № 045718
2005 № 045506
2004 № 045386

";Суслова Е.В., Евдокимова Л.В.
5297;60;"Сотбис
1993 № 040282
2014 № 061393
2013 № 061392
2014 № 061391
2004 № 044622
2004 № 044623
2000 № 059287
2004 № 043509
2004 № 043644
2004 № 043515
2004 № 043683
2004 № 043694
2004 № 046148
2004 № 045383
2005 № 045494
2006 № 046177
2005 № 045699
2005 № 045611
2006 № 045918
2006 № 045939
2006 № 045980
2006 № 046896
2007 № 047192
2005 № 045737
2006 № 045914
2007 № 047190
1999 № 058996
2001 № 060138
2001 № 060038
1996 № 059497
2000 № 059473
2001 № 061043
1998 № 059544
2001 № 061041
2001 № 061040
1995 № 040512
2007 № 047334
2004 № 044646
2001 № 059523
1998 № 060835
1998 № 059500
1999 № 059492
1998 № 060339
2007 № 047320
1993 № 040263
2004 № 044638
1998 № 059480
1998 № 060058
2000 № 059472
2006 № 046146
1999 № 060821
2001 № 060923
2001 № 060316
2000 № 060183
2000 № 059028
1999 № 059602
2004 № 045377
2004 № 043688
2005 № 045702
2005 № 045747

";"Евдокимова Л.В.
01.08.2023
"
5242;60;"Сотбис
1997 № 060569
1996 № 060580
2000 № 048807
2008 № 048802
2007 № 047255
2007 № 047251
2007 № 017296
2006 № 046907
2008 № 048826
2001 № 060101
1999 № 060057
1999 № 060788 
2000 № 060501
1998 № 059425
1999 № 059061
1999 № 060355
2005 № 045613
2005 № 045491
2004 № 044754
2004 № 043520
2005 № 045787
2006 № 046140
2009 № 052366
2005 № 045694
2005 № 045476
2005 № 045480
2004 № 046152
2004 № 044751
2004 № 044750
2004 № 044639
2004 № 043653
2004 № 043517
2004 № 043507
2006 № 045973
2006 № 045911
2006 № 045910
2004 № 044655
2004 № 043672
2009 № 052362
2008 № 048828
2005 № 045693
2004 № 043708
2005 № 045720
2005 № 045725
2005 № 045593
2007 № 047264
2007 № 047262
2006 № 046181
2006 № 045960
2005 № 045726
2005 № 045696
2010 № 052625
2007 № 047263
2005 № 045711
1999 № 060035
1998 № 060840
2009 № 052368
1999 № 060907
2008 № 048882
2008 № 048881

";Суслова Е.В., Евдокимова Л.В.
5422;66;"Сотбис
1998 № 059000
1998 № 059347
2004 № 044658
1998 № 060612
1998 № 060745
2009 № 052178
2005 № 045739
2005 № 045743
2005 № 045713
2004 № 045372
2004 № 043689
2001 № 054623
2000 № 054621
1999 № 054619
2007 № 047303
2001 № 060902
2000 № 060912
2001 № 060938
1999 № 060518
2004 № 044656
1999 № 058983
2007 № 047307
2006 № 052170
2006 № 045946
1988 № 040424
2000 № 060607
1999 № 060606
2001 № 060276
2000 № 060773
2001 № 059603
2000 № 059502
1999 № 060759
1999 № 059055
1999 № 060143
2001 № 059615
2009 № 052132
1998 № 059444
2009 № 059427
1999 № 060472
2008 № 048833
2006 № 046909
2001 № 060838
1999 № 059407
2004 № 043622
2001 № 060325
1999 № 060153
1993 № 040286
2004 № 045373
2000 № 059568
1998 № 059037
2009 № 052381
2001 № 060040
1998 № 056353
2002 № 059527
2013 № 048789
2008 № 048788
2007 № 052595
1999 № 060866
1987 № 061260
2006 № 046157
2007 № 047302
2001 № 060149
2007 № 047301
2003 № 043505
2009 № 052361
1998 № 060844

";"Евдокимова Л.В.
Шкурина Т.
"
5174;57;"Сотбис
1999 № 060357
2006 № 046918
2005 № 045727
2001 № 059571
2004 № 044753
2001 № 059574
2008 № 048816
2000 № 060519
1998 № 058989
1986 № 061275
2004 № 043711
2004 № 043522
2006 № 046143
2005 № 045497
1998 № 061083
2001 № 060259
2000 № 060286
1999 № 059070
2001 № 060311
2000 № 060310
2001 № 061114
2005 № 045523
2005 № 045706
2000 № 060318
1999 № 060328
1998 № 060787
1998 № 060059
1998 № 059030
1997 № 059448
1990 № 040289
1990 № 040585
2004 № 043709
1990 № 059498
1994 № 040417
1993 № 040599
1999 № 060747
1998 № 059466
1998 № 060273
1999 № 060624
2008 № 052172
2000 № 060342
1999 № 060497
1999 № 060073
2009 № 052187
2000 № 060496
2001 № 060075
2001 № 060924
2004 № 043698
2005 № 045587
2006 № 052352
2006 № 052353
2007 № 047300
2004 № 043668
2004 № 044652
2005 № 045479
2005 № 045528
2004 № 043707

";Суслова Е.В., Евдокимова Л.В.
5244;53;"Сотбис
1999 № 060480
1999 № 060558
1999 № 060317
2001 № 060779 
2005 № 045525
1992 № 040291
1998 № 059418
2002 № 060763
2001 № 059032
2001 № 059601
2000 № 060364
1999 № 060261
2006 № 046917
2006 № 045753
2004 № 043654
2008 № 048814
2008 № 048811
2007 № 047297
2007 № 047228
1999 № 059313
1999 № 060268
1998 № 059549
1997 № 060792
2009 № 052358
1999 № 059315
2001 № 060112
2000 № 059039
1999 № 060335
2000 № 060178
2001 № 060165
2000 № 059319
2001 № 059331
2000 № 059504
1999 № 060120
2007 № 052122
2008 № 052357
2008 № 048813
1999 № 060836
1999 № 060546
2006 № 046940
2004 № 043676
1999 № 060526
2000 № 060312
1999 № 060577
1999 № 060620
1998 № 060516
2008 № 048822
2007 № 052354
2005 № 045623
2004 № 043673+ прилож.
2000 № 060909
2001 № 059582

";Суслова Е.В., Евдокимова Л.В.
5169;50;"Сотбис
1999 № 060939
1999 № 060054
1998 № 060921
1998 № 060941
1998 № 059541
1999 № 059457
2000 № 059604
2000 № 060071
2000 № 060754
1999 № 059351
1999 № 059058
1999 № 059057
1999 № 060065
2001 № 060892
2000 № 061117
2000 № 060188
2000 № 060515
2000 № 061081
2000 № 060189
2001 № 060942
2001 № 060180
2001 № 059298
2001 № 060066
2001 № 059064
2004 № 043620
2004 № 043615
2001 № 060766
2001 № 060767
2001 № 060583
2002 № 060896
2001 № 060573
2001 № 060331
2004 № 043690
2004 № 043695
2004 № 043659
2004 № 043660
2004 № 043658
2004 № 043619
2005 № 045705
2004 № 044635
2004 № 044628
2004 № 044636
2004 № 044637
2004 № 043696
2005 № 045692
2005 № 045704
2005 № 045703
2005 № 045521
2005 № 045520
2005 № 045626
";Суслова Е.В., Евдокимова Л.В.
5173;64;"Сотбис
2001 № 060547
2006 № 045971
2008 № 048797
1998 № 060150
2006 № 046141
1999 № 060551
1998 № 059346
2005 № 045790
1988 № 061254
2007 № 052609
2006 № 052608
2005 № 045745
2001 № 060530
2009 № 052147
2008 № 053564
2008 № 048812
1999 № 059056
1987 № 061272
1986 № 061274
2008 № 048815
2001 № 060879
2001 № 060898
2000 № 059539
2000 № 059399
1999 № 090819
2004 № 045398
2001 № 059512
2000 № 060880
1998 № 059518
2001 № 059572
2005 № 045541
2004 № 045396
1999 № 061065
1998 № 060914
1997 № 060353
2000 № 059453
2000 № 060940
2001 № 060354
2000 № 060600
2007 № 047220
2005 № 045609
2004 № 045392
2004 № 044642
2009 № 052181
2008 № 048893
2008 № 048890
2007 № 047233
2007 № 047288
2005 № 045784
2006 № 045947
2009 № 052188
2001 № 062170
1999 № 060245
1999 № 060832
1999 № 060560
2000 № 059316
2000 № 060117
2000 № 059428
2004 № 044660
2004 № 043518
2001 № 060777
2000 № 059309
2001 № 060135
1999 № 060618

";Суслова Е.В., Евдокимова Л.В.
5421;70;"Сотбис
2001 № 060931
1998 № 059314
2001 № 061115
2001 № 059044
2000 № 060308
1999 № 060056
1999 № 060574
1998 № 060109
1997 № 060242
2007 № 059446
1996 № 059413
2001 № 060603
2016 № 054620
2000 № 060808
2000 № 060602
1999 № 060599 
2000 № 060499
1998 № 059587
1994 № 040431
2000 № 059611
1999 № 061608
1999 № 060884
2001 № 060169
1999 № 059542
1999 № 060055
1998 № 059380
1997 № 059353
2005 № 025602
1999 № 060044
2006 № 045749
2009 № 052370
2009 № 052161
2009 № 052367
2007 № 047238
2005 № 045606
2010 № 052142
2009 № 052124
2009 № 052126
2009 № 052123
2008 № 048782
2008 № 048781
2008 № 048846
2008 № 048865
2007 № 047243
2007 № 047537
2007 № 047244
2007 № 047236
2006 № 046952
2006 № 046953
2006 № 045955
2006 № 045956
2005 № 045768
2005 № 045605
2005 № 045709
2005 № 045490
2004 № 045374
2004 № 044647
2004 № 043645
2000 № 061076
1999 № 060944
2009 № 052141
2009 № 052125
2008 № 048780
2005 № 045489
2009 № 052173
2009 № 052174
2009 № 052127
1998 № 060776
2001 № 061026
1987 № 061276
2001 № 060152

";"Евдокимова Л.В.
Шкурина Т.
"
5424;79;"Сотбис
2001 № 061075
2001 № 060895
2001 № 060893
2009 № 052136
2000 № 060810
1998 № 060825
1998 № 060827
2007 № 047259
2007 № 047252
1999 № 060751
1998 № 059354
1999 № 059493
2006 № 046107
2001 № 060105
2001 № 059343
2000 № 060110
1998 № 058987
1997 № 058985
2005 № 045502
2004 № 043670
2001 № 059524
1999 № 059479
2004 № 043523
2005 № 045700
2000 № 060062
2005 № 045536
1998 № 059408
2008 № 048896
2004 № 043705
2004 № 043519
1999 № 059438
2009 № 052157
2007 № 047273
2006 № 046926
2005 № 045597
2004 № 044621
2008 № 048860
2004 № 045405
2009 № 052114
2008 № 052135
2009 № 052373
2009 № 052116
2009 № 052113
2008 № 048831
2008 № 048830
2006 № 045989
2006 № 045988
2004 № 043646
2007 № 047304
2009 № 052372
1997 № 059349
1997 № 060043
2004 № 044760
2007 № 047286
2006 № 046914
1998 № 059546
2005 № 045731
2009 № 052180
2008 № 048885
2008 № 048884
2008 № 048844
2009 № 052186
2006 № 046937
2000 № 060130
2006 № 046898
1999 № 060543
2004 № 045404
2009 № 052183
1999 № 059445
1998 № 059036
1998 № 059382
2001 № 060113
2006 № 046949
2006 № 045945
2005 № 045740
2000 № 060878
2001 № 060167
2007 № 047247
2001 № 060102

";"Евдокимова Л.В.
Шкурина Т.
"
5247;61;"Сотбис
2004 № 043617
2006 № 046951
2005 № 045944
2005 № 045744
2005 № 045695
2009 № 052158
2006 № 046891
1999 № 060133
2005 № 045619
2007 № 052356
2005 № 045510
2008 № 048809
2007 № 047254
2007 № 047312
2008 № 048834
2006 № 046912
1998 № 059532
1998 № 060627
1998 № 060626  
1998 № 059578
1997 № 059029
1997 № 060570
1999 № 060753
1999 № 060187
1999 № 060234
1999 № 060770
1999 № 060334
1999 № 060936
1999 № 060326
1999 № 060888
2000 № 060359
2000 № 060322
2000 № 060323
2000 № 059068
1999 № 059503
2001 № 060887
2000 № 061109
2000 № 060327
2000 № 059576
2000 № 060935
2001 № 060891
2001 № 060181
2001 № 059608
2001 № 059305
2001 № 059300
2001 № 060886
2001 № 060114
2001 № 060900
2001 № 061125
2002 № 059583
2002 № 059522
2001 № 059470
2004 № 043621
2004 № 043616
2004 № 043623
2004 № 043512
1998 № 059460
1998 № 060833
2004 № 043651
2004 № 043650
   
";Суслова Е.В., Евдокимова Л.В.
5247;37;"Сотбис
2004 № 043617
2006 № 046951
2005 № 045944
2005 № 045744
2005 № 045695
2009 № 052158
2006 № 046891
1999 № 060133
2005 № 045619
2007 № 052356
2005 № 045510
2008 № 048809
2007 № 047254
2007 № 047312
2008 № 048834
2006 № 046912
1998 № 059532
1998 № 060627
1998 № 060626  
1998 № 059578
1997 № 059029
1997 № 060570
1999 № 060753
1999 № 060187
1999 № 060234
1999 № 060770
1999 № 060334
1999 № 060936
1999 № 060326
1999 № 060888
2000 № 060359
2000 № 060322
2000 № 060323
2000 № 059068
1999 № 059503
2001 № 060887
2000 № 061109
2000 № 060327
2000 № 059576
2000 № 060935
2001 № 060891
2001 № 060181
2001 № 059608
2001 № 059305
2001 № 059300
2001 № 060886
2001 № 060114
2001 № 060900
2001 № 061125
2002 № 059583
2002 № 059522
2001 № 059470
2004 № 043621
2004 № 043616
2004 № 043623
2004 № 043512
1998 № 059460
1998 № 060833
2004 № 043651
2004 № 043650
   
";Суслова Е.В., Евдокимова Л.В.
5248;37;"Сотбис
2004 № 043693
2004 № 043692+ прилож
2004 № 044649
2004 № 044648
2004 № 044644
2005 № 045475
2005 № 045484
2005 № 045483
2005 № 045539
2005 № 045538
2005 № 045590
2005 № 045585
2005 № 045621
2005 № 045622
2006 № 045923
2006 № 045924
2006 № 045908
2006 № 045950
2006 № 045949
2006 № 046178
2006 № 046892
2006 № 046179
2007 № 047241
2007 № 047181
2006 № 045985
2007 № 047175
2007 № 047188
2007 № 047178
2007 № 047179
2007 № 047183
2007 № 047184
2007 № 047189
2007 № 047187
2007 № 047186
2008 № 048104
2008 № 048105

";Суслова Е.В., Евдокимова Л.В.
5299;45;"Сотбис
2005 № 045733
2005 № 045499
2005 № 045482
2004 № 045376
2004 № 045380
2004 № 043661
2004 № 043649
1999 № 059495
2001 № 061078
2008 № 048888
2009 № 052184
2009 № 052139
2007 № 047219
2007 № 047223
2000 № 060072
2000 № 059468
2004 № 043648
1999 № 059496
1999 №  060320
2000 № 060343
2001 № 060592
2003 № 043656
2001 № 060864
2005 № 045515
2006 № 052171
2007 № 047207
2004 № 043703
1996 № 060579
2001 № 060475
1993 № 040268
1998 № 059464
2008 № 048875
2007 № 047205
2007 № 047200
2008 № 048876
2004 № 044757
2007 № 047235
1998 № 060487
1999 № 059529
2000 № 059308
2007 № 047199
2007 № 047197
2005 № 045752
2006 № 045917
2007 № 047196

";Евдокимова Л.В
5240;61;"Сотбис
2005 № 045759
2005 № 045516
2004 № 045402
2004 № 044641
2006 № 046865
2004 № 045407
2009 № 052175
2007 № 047215
2007 № 047221
2006 № 046158
2005 № 045762
2000 № 060479
1999 № 060760
1999 № 059066
1999 № 060564
2007 № 047308
2007 № 047309
2006 № 045961
1997 № 059471
2001 № 059046
2001 № 059585
2001 № 061107
2001 № 061042
2000 № 060350
2000 № 060604
2001 № 060918
2000 № 059317
2000 № 059478
1999 № 060869
1998 № 060137
2001 № 060067
1999 № 060873
1998 № 059580
1998 № 059577
1998 № 060894
2004 № 043506
2004 № 044654
1999 № 060565
2005 № 045776
1999 № 059462
1998 № 060545
1999 № 060270
1999 № 060269
1999 № 060928
2006 № 046887
2006 № 046924
2001 № 059543
2000 № 060122
1999 № 060053
1999 № 060125
1999 № 060254
1998 № 059016
1993 № 040418
1992 № 040427
2004 № 045387
1997 № 060289
2001 № 060915
2001 № 060176
2000 № 059483
2000 № 060277
2008 № 048820
";"Суслова Е.В., Евдокимова Л.В.
31.08.2023
"
5418;54;"Сотбис
2006 № 045750
2004 № 044633
2006 № 045962
2005 № 045763
2005 № 045534
2007 № 047274
2007 № 047265
2006 № 046920
2001 № 059573
2000 № 060521
2000 № 060926
2000 № 060619
2001 № 060168
2001 № 059581
1986 № 040600
1999 № 060913
1999 № 060349
2008 № 048850
2008 № 048864
2009 № 052152
2009 № 052160
2010 № 052167
1989 № 046065
1987 № 061271
1986 № 061262
2000 № 060351
2000 № 059069
1999 № 059400
1998 № 060778
1990 № 046066
2004 № 043680
2004 № 043681
2004 № 043516
2004 № 043511
2004 № 044625
2004 № 044624
2004 № 044620
2004 № 045369
2004 № 044632
2004 № 044627
2004 № 045379
2005 № 045478
2005 № 045522
2005 № 045708
2005 № 045486
2005 № 045586
2005 № 045529
2005 № 045771
2005 № 045782
2006 № 046180
2006 № 045931
2006 № 045930
2006 № 045964
2006 № 045963

";"Евдокимова Л.В.
Шкурина Т.
"
5241;73;"Сотбис
2006 № 045920
2007 № 047338
2007 № 047322
2009 № 052359
2005 № 045714
2004 № 044755
2007 № 047330
2007 № 047325
2006 № 045975
2006 № 045959
2000 № 060330
2000 № 061082
1999 № 060556
2009 № 052360
2008 № 048818
2007 № 047329
2007 № 047319
2007 № 047316
2006 № 045974
2006 № 046182
2006 № 045722
2007 № 047317
2006 № 046932
2006 № 045963
2009 № 053570
2009 № 053565
2008 № 048879
2006 № 046928
2006 № 045943
2006 № 045915
2005 № 045780
2005 № 045775
2005 № 045485
2004 № 045375
2004 № 044645
2004 № 043514
1998 № 059569
1998 № 060601
1996 № 060758
1998 № 059530
1999 № 061057
2001 № 060922
1998 № 060903
2000 № 060929
1994 № 040430
1993 № 040414
2001 № 060174
1998 № 060597
1998 № 059421
2000 № 059463
1999 № 060340
1999 № 060871
2001 № 060186
2001 № 060883
2000 № 060613
2000 № 059402
2000 № 059045
1999 № 060291
1998 № 060882
1998 № 058993
1999 № 060315
2006 № 052598
2005 № 045735
2005 № 045707
2004 № 045389
2004 № 043665
2000 № 060045
1998 № 059385
1998 № 059015
1999 № 060251
1999 № 060255
1998 № 060598
2001 № 060098

";Суслова Е.В., Евдокимова Л.В.
5245;49;"Сотбис
2006 № 045957
2005 № 045774
2004 № 043712
2001 № 061089
1999 № 059491
2007 № 047337
2007 № 047328
2006 № 046942
2008 № 048821
2006 № 046938
2005 № 045599
2004 № 044756
2006 № 046936
2008 № 048836
2005 № 045620
2007 № 047331
2001 № 059299
2006 № 045746
2004 № 044761
1998 № 059020
2010 № 052603
2008 № 048829
2009 № 052365
2001 № 060363
2000 № 059477
2000 № 059505
2005 № 045781
2006 № 045958
2004 № 043675
1998 № 060074
2006 № 046945
2007 № 047306
2008 № 048837
2007 № 047327
2007 № 047336
2009 № 053566
2005 № 045600
2000 № 060305
2005 № 045754
2006 № 046946
2007 № 047340
1999 № 060934
2004 № 044659
1993 № 040449
2004 № 044650
2001 № 061070
1998 № 061039
1994 № 040513
2005 № 045610

";Суслова Е.В., Евдокимова Л.В.
5170;34;"Сотбис
2006 № 046169 с прилож.
2006 № 045926
2005 № 045627
2006 № 045925
2005 № 045615
2005 № 045594
2004 № 045954
2006 № 046171
2006 № 046172
2006 № 045953
2006 № 045978
2006 № 045979
Приложение 2006 № 052605 
2006 № 046170
2005 № 045592
2006 № 045723
2006 № 046176
2006 № 045977
2006 № 052605
2007 № 047171
2006 № 052610
2007 № 047165
2007 № 047164
2007 № 047169
2007 № 047158
2007 № 047157
2007 № 047159
2007 № 047166
2007 № 047173 + прилож.
2008 № 048097 
2008 № 048902 + прилож.
2009 № 052377 + прилож.
2007 № 047154

";Суслова Е.В., Евдокимова Л.В.
5423;45;"Сотбис
2007 № 047170
2008 № 048102
2007 № 047151
2008 № 048095
2008 № 048785
2008 № 048784
2007 № 052592
2008 № 048787
2007 № 052593
2008 № 048786
2007 № 052596
2007 № 059641
2005 № 045624
2008 № 048840
2005 № 045487
2006 № 045987
2005 № 045614
2000 № 059501
2001 № 059303
2000 № 054622
2005 № 045603
2007 № 047152
2007 № 047256
2006 № 046902
2005 № 045601
2010 № 052616
2005 № 045628
2006 № 046894
2006 № 046156
2006 № 045602
2007 № 052591
2001 № 060099
1999 № 060123
1999 № 060121
1999 № 060036
2004 № 046154
2007 № 047234
2000 № 060274
1997 № 060529
2006 № 046163
2005 № 045537
2005 № 045329
2004 № 043647
1998 № 059416
2004 № 045370

";"Евдокимова Л.В.
Шкурина Т.
"
5246;50;"Сотбис
2007 № 047195
2007 № 047204
2006 № 045982
2008 № 048873
2008 № 048872
2008 № 048871
1999 № 059403
1998 № 059384
1998 № 048874
2009 № 053571
2005 № 045496
2004 № 044640
2001 № 060890
1998 № 060542
2007 № 047213
2005 № 045760
2006 № 046910
1999 № 060514
2007 № 047321
1994 № 040425
2009 № 053573
2008 № 048825
2007 № 047332
2007 № 047273
2006 № 045932
2009 № 052153
1999 № 059021
2010 № 052168
2001 № 059345
2007 № 047250
1999 № 060141
2004 № 043642
2006 № 045929
2000 № 060249
2000 № 060179
2007 № 047253
2007 № 047590
2007 № 047310
2007 № 047277
2007 № 047249
2005 № 045755
2005 № 045527
2004 № 045391
2007 № 052594
2005 № 045772
2008 № 048103
2007 № 052355
2000 № 060623
2006 № 046166
2008 № 048853

";Суслова Е.В., Евдокимова Л.В.
