Номер коробки;"КОЛ-ВО
экз. в коробке";"Обзорное описание изданий
(Название, год и номера или подшивки)";Примечания
6668;58;"Красный балтиец. 1920. № 2.
Красный библиотекарь. 1935. № 8; 9; 12.
Красный библиотекарь. 1936.. № 1; 2.
Красный ворон. 1924. № 4.
Красный дьявол. 1918. № 5, 8.
Красный журнал. 1924. № 1, 2.
Красный клубок. 1924. № 1.
Креатив. 2003. № 7; 8; 10; 11; 12.
Креатив. 2004. № 13; 14; 15; 16/17; 18. 
Креативный директор. 2007. № 0.
Кривое зеркало. 1909. № 1, 3-10.
Кривое зеркало. 1910. № 1-26; 27-52.
Критическая масса. 2004. № 1; 2; 3; 4 (два экземпляра).
Критическая масса. 2005. № 1.
Критическая масса. 2006. № 2.
Кукарт. 1992. № 1; 2 (два экземпляра); 3 (два экземпляра); 4.
Кукарт. 1993. № 4.
Кукарт. 1994. № 5.
Кукарт. 1997. № 6 (три экземпляра).
Кукарт. 2000. № 7.
Кукарт. 2003. № 8.
Кукарт. 2004. № 9.
Кукарт. 2005-2006. № 10/11.
Кукольный мастер. 2003-2004. № 1; 2; 3.
Кукольный мастер. 2011. № 3; 4.
Кукольный мастер. 2012. № 2; 3; 4.
Кукольный мастер. 2013. № 2.
";"Григорьева Ю.И.,
Рейтблат А.И.
04.07. 2023"
6669;69;"Кукольный мастер. 2013. № 3; 4.
Кукольный мастер. 2014. № 1; 2; 3; 4.
Кукольный мастер. 2015. № 1; 2; 3; 4.
Кукольный мастер. 2016. № 1; 2; 3; 4.
Кукольный мастер. 2017. № 1; 2; 3.
Кукольный мастер. 2018. № 1.
Куклы в народных костюмах. 2012. № 4; 5.
Кулисы. 1917. № 1-3, 6-25, 28/29; 5; 2-5, 7-17, 22; 16; 3, 13-16, 28/29.
Культпоход. 2005. № 1.
Культпоход. 2006. № 3; 7; 8/9; 10; 11; 12.
Культпоход. 2007. № 1/2; 3; 4; 5; 6; 7/8; 9; 10; 12.
Культпоход. 2008. № 1/2; 3; 4; 5; 6; 7/8; 9; 10; 11;  2008-2009. № 12/1.
Культпоход. 2009. № 2; 3; 4; 5; 6. 
Культпоход. 2009. № 12 / 2010. № 1. 
Культпоход. 2009. № 7/8, 9, 10, 11, 12 / 2010.№ 1.
Культпоход. 2010. № 2; 3; 4; 5; 6; 7/8; 9.
Кульработа в РККА. 1937. № 1-6, 9-11.
Кульработа в РККА. 1936. № 1-6; 7-12.
Культура и быт. 1930. №  15/16, 1931. № 31/32.
";"Григорьева Ю.И.,
Рейтблат А.И.
04.07. 2023"
6670;43;"Культура и время. 2007. № 1; 2; 3.
Культура и время. 2008. № 1; 2; 3; 4.
Культура и время. 2009. № 1; 2; 3; 4.
Культура и время. 2010. № 1; 2; 3; 4.
Культура и время. 2011. № 1; 2; 3; 4.
Культура и время. 2012. № 1; 2; 3; 4.
Культура и время. 2013. № 2; 3; 4.
Культура и время. 2014. № 1; 2; 3/4.
Культура и время. 2015. № 1; 2; 3/4; 5.
Культура и время. 2016. № 1; 2; 3. Культура и время. 2017. № 1/2.
Культура и время. 2019. № 1/2.
Культура и жизнь. 1957. № 2, 5, 6; 7-12.
Культура и жизнь. 1958. № 1-4; 5-8; 9-12.";"Григорьева Ю.И.,
Рейтблат А.И.
04.07. 2023"
6671;29;"Культура и жизнь. 1959. № 1-4; 5-8; 9-12.
Культура и жизнь. 1960. № 1-4; 5-8; 9-12.
Культура и жизнь. 1961. № 1-3; 4-6; 7-9; 10-12
Культура и жизнь. 1962. № 1-6; 7-9; 10-12.
Культура и жизнь. 1963. № 1-3; 4-6; 7-9; 8-12.
Культура и жизнь. 1964. № 1-3; 4-6; 7-9; 10-12.
Культура и жизнь. 1965. № 1-6; 7-12.
Культура и жизнь. 1966. № 1-6; 7-12.
Культура и жизнь. 1967. № 1-6; 7-12.
Культура и жизнь. 1968. № 1-6; 7-12.";"Григорьева Ю.И.,
Рейтблат А.И.
04.07. 2023"
6672;23;"Культура и жизнь. 1969. № 1-6; 7-12.
Культура и жизнь. 1970. № 1-6; 7-12.
Культура и жизнь. 1971. № 1-6; 7-12.
Культура и жизнь. 1972. № 1-6; 7-12.
Культура и жизнь. 1973. № 1-6; 7-12.
Культура и жизнь. 1974. № 1-6; 7-12.
Культура и жизнь. 1975. № 1-6; 7-12.
Культура и жизнь. 1976. № 1-6; 7-12.
Культура и жизнь. 1977. № 1-6; 7-12.
Культура и жизнь. 1978. № 1-6; 7-12.
Культура и жизнь. 1979. № 7-11.
Культура и жизнь. 1980. № 1-6; 7-12.";"Григорьева Ю.И.,
Рейтблат А.И.
04.07. 2023"
6673;57;"Культура и жизнь. 1981. № 1-6, 7-12
Культура и жизнь. 1982. № 1-6, 7-12
Культура и жизнь. 1983. № 1-6, 7-12
Культура и жизнь. 1984. № 1-6, 7-12
Культура и жизнь. 1985. № 1-6, 7-12
Культура и жизнь. 1986. № 1-6, 7-12
Культура и жизнь. 1987 № 1,2,3,4,5,6,7,8,10, 12
Культура и жизнь. 1988 № 1-6, 7-12
Культура и жизнь. 1989. № 1-6, 7-12 Культура и жизнь. 1989 № 1,2,3,4,5,6,7,8,9,10,11,12
Культура и жизнь. 1989 № 1-6, 7-12
Культура и жизнь. № 2-6, 7-9, 10-12
Культура и жизнь. № 2,3,4,5,6,7,8,9,10,11,12 Культура и жизнь. 1991 № 1
Культура и жизнь. 1993 № 1
Культура и жизнь. 1993 № 1";"Путрова Т.В. Прудникова С. В.
04.07.2023"
6674;49;"Культура и наука Дальнего Востока. 2019. № 1(26)
Культура и наука Дальнего Востока. 2021 № 1(30)
Культура и наука Дальнего Востока. 2021 № 3 (31)
Культура и наука Дальнего Востока. 2022 № 1(32)
Культура и образование 2016. 3 (22), 4 (23)
Культура и образование 2017, 1(24),2(25), 4(27)
Культура и образование 2018 3(30), 4(31)
Культура и образование 2019 1(32), 4(35)
Культура и образование 2020 1(36) 2(37), 3(38),
4(39)
Культура и образование 2021 1(40), 2(4), 3(42)
,4(43)
Культура и образование 2022 1(44), 2(45).
3(46), 4(47)
Культура и отдых 1928 №5
Культура и свобода 1993 1-2, 3-4
Культура и цивилизация 2017, Т.7 № 1А, 3А, 4А, 5А, 6А
Культура и цивилизация 2018 Т.8 № 1А, 2А, 3А, 4А. 5А, 6А
Культура и цивилизация 2019 Т.9 № 1А, 2А, 3А, 4А, 5А, 6А";"Путрова Т.В. Прудникова С. В.
04.07.2023"
6676;71;"Культура Урала 2019 № 1, 2,3, 4, 5, 6, 7, 8, 9, 10
Культура Урала 2020 № 1, 2,3, 4, 5, 6, 7, 8, 9, 
Культура Урала 2021 № 1, 2,3, 4, 5, 6, 7, 8, 9, 10
Культура Урала 2022, № 1, 2,3, 4, 5, 6, 7, 8, 9, 10
Культура Урала 2023, № 1, 2,3, 4
Культурная жизнь Юга России 2011 № 3, 4
Культурная жизнь Юга России 2012 № 1, 2, 3, 4
Культурная жизнь Юга России 2013 № 2, 3, 4
Культурная жизнь Юга России 2014 № 1, 2, 3, 4
Культурная жизнь Юга России 2015 № 1, 2, 3,
Культурная жизнь Юга России 2016 № 1, 2, 3, 4
Культурная жизнь Юга России 2017 № 1, 2, 3, 4
Культурная жизнь Юга России 2018 № 1, 2
Культурная жизнь Юга России 2022 № 4, 
Культурная жизнь Юга России 2023 № 1, 

";"Путрова Т.В.
Прудникова С."
6694;57;"Культурная жизнь Юга России 2018 № 3;
Культурная жизнь Юга России 2019 № 1, 2, 3,
4;
Культурная жизнь Юга России 2021 № 2, 3, 4;
Культурная жизнь Юга России 2022 № 1, 2, 3;
Культурная работа профсоюзов 1938 № 1-6;
№ 7-10; № 11-13; № 14-16;
Культурная революция 1931 № 33;
Культурное наследие России 2016 № 4;
Культурное наследие России 2017 № 1, 2, 3, 4;
Культурное наследие России 2018 № 1, 2, 3, 4;
Культурное наследие России 2019 № 1, 2, 3, 4/5;
Культурное наследие России 2020 № 1, 2, 3, 4;
Культурное наследие России 2021 № 1, 2, 3, 4;
Культурное наследие России 2022 № 1, 2;
Культурное наследие Сибири 2017 № 3, 4, 5,
6;
Культурное наследие Сибири 2018 № 1, 2;
Культурное наследие Сибири 2019 № 1, 2;
Культурное наследие Сибири 2021 № 2;
Культурное наследие Сибири 2022 № 1, 2, 3,
4;
Культурное наследие Сибири 2023 № 1;
Культурно-просветительная работа 1946 № 1-6; 7-12;
Культурно-просветительная работа 1948 № 1-6; 7-12";"Григорьева Ю. И.
Комарова Н. Ю.
06.07.2023"
32;143;"Культурно-просветительная работа (Встреча): 1984 - № 4 – 12; 1985 - № 1 -11;
1986 - №№ 1 – 12; 1987 - №№ 1, 2, 4 -12; 1988 -
№№ 1 – 12; 1989 - №№ 1, 3-10, 12; 1990 - №№
1 – 12;  1991 - №№ 1, 2, 2,3,3,4, 5,6,6,7, 7,9,10,
11, 12; 1992 - №№ 1-4; 1993 - № 1-4, 5/6, 7,8,
9/10, 11/12;
Лабиринт/Экс Центр: 1991 - №1,2,3.
Ленинград: 1946 -№ 1/2, 5,6,7/8, 9,10,11.
Лепта: 1992 - № 1 – 6; 1993 – 1-6; 1994 – 18-
23; 1995 – 24- 27; 1996 – 28-33.";Подготовил: Ковтуненко, Чабан 29.07.23.,
6695;20;"Культурно-просветительная работа 1948 № 1-6 (2й экз.); 
Культурно-просветительная работа 1947 № 7-12;
Культурно-просветительная работа 1949 № 1-6; 7-12;
Культурно-просветительная работа 1950 № 1-6; 7-12; 
Культурно-просветительная работа 1951 № 1-6; 7-12; 
Культурно-просветительная работа 1952 № 1-6; 7-12; 
Культурно-просветительная работа 1953 № 1-6; 7-12; 
Культурно-просветительная работа 1954 № 1-6; 7-12; 
Культурно-просветительная работа 1955 № 1-6; 7-9, 11-12; 
Культурно-просветительная работа 1957 № 1-6; 7-12; 
Культурно-просветительная работа 1958 № 1-6; 7-12
";"Григорьева Ю. И.
Комарова Н. Ю.
06.07.2023"
6696;19;"Культурно-просветительная работа 1959 № 1-6; 7-12;
Культурно-просветительная работа 1960 № 1-6; 7-12;
Культурно-просветительная работа 1961 № 1-6; 7-12;
Культурно-просветительная работа 1962 № 1-6; 7-12;
Культурно-просветительная работа 1963 № 1-6; 7-12;
Культурно-просветительная работа 1964 № 1-6; 7-12;
Культурно-просветительная работа 1965 № 1-6; 7-12;
Культурно-просветительная работа 1966 № 1, 3-6; 7-12; 7-9, 11-12;
Культурно-просветительная работа 1967 № 1-6; 7-12";"Григорьева Ю. И.
Комарова Н. Ю.
06.07.2023"
6697;25;"Культурно-просветительная работа 1968 № 1-6; 7-12;
Культурно-просветительная работа 1969 № 1-6; 7-12;
Культурно-просветительная работа 1970 № 1-6; 7-12;
Культурно-просветительная работа 1971
№ 1-6; 7-12; 
Культурно-просветительная работа 1972
№ 1-6; 7-12; 
Культурно-просветительная работа 1973
№ 1-6; 7-12; 
Культурно-просветительная работа 1974
№ 1-5; 7-12; 
Культурно-просветительная работа 1975
№ 1-5; 7-12; №9;
Культурно-просветительная работа 1976
№ 1-6; 7-12; 
Культурно-просветительная работа 1977
№ 1-6; 7-12; 
Культурно-просветительная работа 1978
№ 1-6; 7-12; 
Культурно-просветительная работа 1979
№ 1-6; 7-12
";"Григорьева Ю. И.
Комарова Н. Ю.
06.07.2023"
6698;20;"Культурно-просветительная работа 1980
№ 1-6; 7-12;
Культурно-просветительная работа 1981
№ 1-6; 7-12;
Культурно-просветительная работа 1982
№ 1-6; 7-12;
Культурно-просветительная работа 1983
№ 1-6; 7-12;
Культурно-просветительная работа 1984
№ 1-6; 7-12;
Культурно-просветительная работа 1985
№ 1-6; 7-12;
Культурно-просветительная работа 1986
№ 1-6; 7-12;
Культурно-просветительная работа 1987
№ 1-6; 7-12;
Культурно-просветительная работа 1988
№ 1-6; 7-12;
Культурно-просветительная работа 1989
№ 1, 3-6; 7-12";
6699;25;"Культурно-просветительная работа 1991
№ 1-6; 7-12;
Культурно-просветительная работа 1993
№ 1-12;
Культурно-просветительная работа 1994
№ 1-6; 7-12;
Культурно-просветительная работа 1996
№ 1-12;
Культурно-просветительная работа. Встреча 1990 № 1-6; 7-12;
Культурно-просветительная работа. Встреча 1992 № 1-4; 
Культурно-просветительная работа. Встреча 1995 № 1-6; 7, 9-12;
Культурно-просветительная работа. Встреча 1997 № 1-6; 7-12;
Культурно-просветительная работа. Встреча 1998 № 1-6; 7-12;
Культурно-просветительная работа. Встреча 1999 № 1-6; 7-12;
Культурно-просветительная работа. Встреча 2000 № 1-6; 7-12;
Культурно-просветительная работа. Встреча 2001 № 1-6; 7-12;
Культурно-просветительная работа. Встреча 2002 № 1-6; 7-12;
Культурно-просветительная работа. Встреча 2003 № 1-6; 7-12
";
6700;54;"Культурно-просветительная работа. Встреча 2004 № 1-6; 7-12
Культурно-просветительная работа. Встреча 2005 № 1-6; 7-12
Культурно-просветительная работа. Встреча 2006 № 1-6; 7-12
Культурно-просветительная работа. Встреча 2007 № 1-6; 7-12 
Культурно-просветительная работа. Встреча 2008 № 1-6; 
Культурный код 2019 №2
Культурный код 2020 №1,4
Культурный код 2021 №2,3,4
Культурный код 2022 №1,3,4
Культурный код 2023 №1
Культурный фронт  1927 №14
Культурный фронт  1928 №19
Культурный фронт  1929 №23/24
Культуры 1982 №1/2
Культуры 1983 №1,2,3
Культуры 1984 №1,2,3,4
Культуры 1985 №1,2,3,4
Культуры 1986 №1,2,3,4
Культурологические исследования в Сибири 2008 №1
Кунсткамера 1993 Вып 1
Кунсткамера 1994 Вып 5/6,5/6, 5/6
Кунсткамера 1995 Вып 7,7,8/9, 8/9
Кунсткамера 1996 Вып 10
Кунсткамера 1997 Вып 11
Кунсткамера 1998 Вып 12
Кунсткамера 2003 Вып 13
Кунсткамера 1920 №1, 2, 3, 4

";Евдокимова Л.В.
6701;96;"Кунсткамера 1921 №1, 2, 3,4,1,2,3,4
Лавка коллекционера 2016 №1
Лавры кино 2013 №5
Лавры кино 2014 №12, 13,14,16,18
Лавры кино 2015 №21,22,23,24,25
Лавры кино 2016 №28,29,35,37,30
Лавры кино 2017 №47/48
Лавры кино 2017 №43/44/45/46
Лавры кино 2018 №49/50
Ландшафтная архитектура и дизайн  2003 №1,2,3
Ландшафтная архитектура и дизайн  2004 №2,3,4
Ландшафтная архитектура и дизайн  2005 №1,2,3,4
Ландшафтная архитектура и дизайн  2006 №1,2,3,4
Ландшафтная архитектура и дизайн  2007 №1,2,3,4
Ландшафтная архитектура и дизайн  2008 №1,2,3,4
Ландшафтная архитектура и дизайн  2009 №1,2,3,4
Ландшафтная архитектура и дизайн  2010 №1,2,3
Ландшафтная архитектура и дизайн  2011 №1,2,3
Ландшафтная архитектура и дизайн  2012 №1
Ландшафтная архитектура и дизайн  2013 №1
Ландшафтный дизайн 2002 №1,2,3,4,5,6
Ландшафтный дизайн 2003 №1,2,3,4,5,6
Ландшафтный дизайн 2004 №1,2,3,4,5,6
Ландшафтный дизайн 2005 №1,2,3,4,5,6
Ландшафтный дизайн 2006 №1,2,3,4,5,6
Ландшафтный дизайн 2007 №1,2,3,4

";Евдокимова Л.В.
