Номер коробки;"КОЛ-ВО
экз. в коробке";"Обзорное описание изданий
(Название, год и номера или подшивки)";Примечания
6582;17;"Искусство и художественная промышленность 1900 г, номер 16-24, подшивка;
Искусство и художественная промышленность 1899 г, номер 11-14, подшивка;
Искусство и художественная промышленность 1899 г, номер 4-5, подшивка;
Искусство и художественная промышленность 1898 г, номер 1-2, подшивка;
Искусство и художественная промышленность 1898 г, номер 1-2, подшивка;
Искусство и художественная промышленность 1924 г, номер 2;
Искусство и художественная промышленность 1924 г, номер 1;
Искусство и жизнь 1941 г., номер 1-6, подшивка;
Искусство и труд 1921 г., номер 1;
Искусство и сцена 1923 г., номер 5;
Искусство и сцена 1923 г., номер 3-7, подшивка;
Искусство кино 1936 г., номер 7-12, подшивка;
Искусство кино 1936 г., номер 1-6, подшивка;
Искусство кино 1968 г., номер 10-12, подшивка;
Искусство кино 1968 г., номер 7-9, подшивка;
Искусство кино 1968 г., номер 4-6, подшивка;
Искусство кино 1968 г., номер 1-3, подшивка;
";"Суслова Е.В. Евдокимова Л.В.
Пинто- Бакерисо Н.В."
6583;20;"Искусство кино 1941 г., номер 1-6, подшивка; Искусство кино 1947 г., номер 1-7, подшивка; Искусство кино 1945 г., номер 1-3, 1946 г. номер 1-4 , подшивка;
Искусство кино 1948 г., номер 1-6, подшивка; Искусство кино 1949 г., номер 1-6, подшивка; Искусство кино 1950 г., номер 1-6, подшивка; Искусство кино 1951 г., номер 1-6, подшивка; Искусство кино 1951 г., номер 1-4, подшивка; Искусство кино 1952 г., номер 4-6, подшивка; Искусство кино 1937 г. ,номер 1-6, подшивка; Искусство кино 1937 г. ,номер 7-12,
подшивка;
Искусство кино 1938 г., номер 1-6, подшивка; Искусство кино 1938 г., номер 7-12,
подшивка;
Искусство кино 1939 г., номер 1-6, подшивка; Искусство кино 1939 г., номер 7-9, подшивка; Искусство кино 1939 г., номер 10-12,
подшивка;
Искусство кино 1940 г., номер 1-12, подшивка;";"Суслова Е.В. Евдокимова Л.В.
Пинто- Бакерисо Н.В."
6584;22;"Искусство кино 1953 г., номер 1-3, подшивка;
Искусство кино 1953 г., номер 4-6, подшивка;
Искусство кино 1953 г., номер 7-9, подшивка;
Искусство кино 1953 г., номер 10-11, подшивка;
Искусство кино 1954 г., номер 1-3, подшивка;
Искусство кино 1954 г., номер 4-6, подшивка;
Искусство кино 1954 г., номер 7-9, подшивка;
Искусство кино 1954 г., номер 10-12, подшивка;
Искусство кино 1955 г., номер 1-3, подшивка;
Искусство кино 1955 г., номер 4-6, подшивка;
Искусство кино 1955 г., номер 7-9, подшивка;
Искусство кино 1955 г., номер 10-12, подшивка;
Искусство кино 1956 г., номер 1-3, подшивка;
Искусство кино 1956 г., номер 4-6, подшивка;
Искусство кино 1956 г., номер 7-9, подшивка;
Искусство кино 1956 г., номер 10-12, подшивка;
Искусство кино 1957 г., номер 1-3, подшивка;
Искусство кино 1957 г., номер 4-6, подшивка;
Искусство кино 1957 г., номер 7-9, подшивка;
Искусство кино 1957 г., номер 10-12, подшивка;
Искусство кино 1958 г., номер 1-3, подшивка;
Искусство кино 1958 г., номер 3-4, подшивка;
";"Суслова Е.В. Евдокимова Л.В.
Пинто- Бакерисо Н.В."
"7050
6400";73;"Искусство кино 1953 г., номер 1-3, подшивка;
Искусство кино 1953 г., номер 4-6, подшивка;
Искусство кино 1953 г., номер 7-9, подшивка;
Искусство кино 1953 г., номер 10-11, подшивка;
Искусство кино 1954 г., номер 1-3, подшивка;
Искусство кино 1954 г., номер 4-6, подшивка;
Искусство кино 1954 г., номер 7-9, подшивка;
Искусство кино 1954 г., номер 10-12, подшивка;
Искусство кино 1955 г., номер 1-3, подшивка;
Искусство кино 1955 г., номер 4-6, подшивка;
Искусство кино 1955 г., номер 7-9, подшивка;
Искусство кино 1955 г., номер 10-12, подшивка;
Искусство кино 1956 г., номер 1-3, подшивка;
Искусство кино 1956 г., номер 4-6, подшивка;
Искусство кино 1956 г., номер 7-9, подшивка;
Искусство кино 1956 г., номер 10-12, подшивка;
Искусство кино 1957 г., номер 1-3, подшивка;
Искусство кино 1957 г., номер 4-6, подшивка;
Искусство кино 1957 г., номер 7-9, подшивка;
Искусство кино 1957 г., номер 10-12, подшивка;
Искусство кино 1958 г., номер 1-3, подшивка;
Искусство кино 1958 г., номер 3-4, подшивка;
";Евдокимова Л.В. Суслова Е.В.
6585;22;"Искусство кино 1958 г., номер 5-6, подшивка;
Искусство кино 1958 г., номер 7-8, подшивка;
Искусство кино 1958 г., номер 9-10, подшивка;
Искусство кино 1958 г., номер 11-12, подшивка;
Искусство кино 1959 г., номер 1-2, подшивка;
Искусство кино 1959 г., номер 3-4, подшивка;
Искусство кино 1959 г., номер 5-6, подшивка;
Искусство кино 1959 г., номер 7-8, подшивка;
Искусство кино 1959 г., номер 9-10, подшивка;
Искусство кино 1959 г., номер 11-12, подшивка;
Искусство кино 1960 г., номер 1-3, подшивка;
Искусство кино 1960 г., номер 4-6, подшивка;
Искусство кино 1960 г., номер 7-9, подшивка;
Искусство кино 1960 г., номер 10-12, подшивка;
Искусство кино 1961 г., номер 1-3, подшивка;
Искусство кино 1961 г., номер 4-6, подшивка;
Искусство кино 1961 г., номер 7-9, подшивка;
Искусство кино 1961 г., номер 10-12, подшивка;
Искусство кино 1962 г., номер 1-3, подшивка;
Искусство кино 1962 г., номер 4-6, подшивка;
Искусство кино 1962 г., номер 7-9, подшивка;
Искусство кино 1962 г., номер 10-12, подшивка;
";"Суслова Е.В. Евдокимова Л.В.
Пинто- Бакерисо Н.В."
"7105
6455";95;"Искусство кино 1958 г., номер 5-6, подшивка;
Искусство кино 1958 г., номер 7-8, подшивка;
Искусство кино 1958 г., номер 9-10, подшивка;
Искусство кино 1958 г., номер 11-12, подшивка;
Искусство кино 1959 г., номер 1-2, подшивка;
Искусство кино 1959 г., номер 3-4, подшивка;
Искусство кино 1959 г., номер 5-6, подшивка;
Искусство кино 1959 г., номер 7-8, подшивка;
Искусство кино 1959 г., номер 9-10, подшивка;
Искусство кино 1959 г., номер 11-12, подшивка;
Искусство кино 1960 г., номер 1-3, подшивка;
Искусство кино 1960 г., номер 4-6, подшивка;
Искусство кино 1960 г., номер 7-9, подшивка;
Искусство кино 1960 г., номер 10-12, подшивка;
Искусство кино 1961 г., номер 1-3, подшивка;
Искусство кино 1961 г., номер 4-6, подшивка;
Искусство кино 1961 г., номер 7-9, подшивка;
Искусство кино 1961 г., номер 10-12, подшивка;
Искусство кино 1962 г., номер 1-3, подшивка;
Искусство кино 1962 г., номер 4-6, подшивка;
Искусство кино 1962 г., номер 7-9, подшивка;
Искусство кино 1962 г., номер 10-12, подшивка;
";"Суслова Е.В. Евдокимова Л.В.
26.07.23"
6586;23;"Искусство кино 1963 г., номер 1-3, подшивка; Искусство кино 1963 г., номер 4-6, подшивка; Искусство кино 1963 г., номер 7-9, подшивка; Искусство кино 1963 г., номер 10-12,
подшивка;
Искусство кино 1964 г., номер 1-3, подшивка; Искусство кино 1964 г., номер 4-6, подшивка; Искусство кино 1952 г., номер 7-9, подшивка; Искусство кино 1952 г., номер 10-12,
подшивка;
Искусство кино 1952 г., номер 1-2, подшивка; Искусство кино 1964 г., номер 7-9, подшивка; Искусство кино 1964 г., номер 10-12,
подшивка;
Искусство кино 1965 г., номер 1-3, подшивка; Искусство кино 1965 г., номер 4-6, подшивка; Искусство кино 1965 г., номер 7-9, подшивка; Искусство кино 1965 г., номер 10-12,
подшивка;
Искусство кино 1966 г., номер 1-3, подшивка; Искусство кино 1966 г., номер 4-6, подшивка; Искусство кино 1966 г., номер 7-9, подшивка; Искусство кино 1966 г., номер 10-12,
подшивка;
Искусство кино 1967 г., номер 1-3, подшивка; Искусство кино 1967 г., номер 4-6, подшивка; Искусство кино 1967 г., номер 7-9, подшивка; Искусство кино 1967 г., номер 10-12,
подшивка;";"Суслова Е.В. Евдокимова Л.В.
Пинто- Бакерисо Н.В."
6587;29;"Искусство кино 1969 г., номер 1-3, подшивка;
Искусство кино 1969 г., номер 4-6, подшивка;
Искусство кино 1969 г., номер 7-9, подшивка;
Искусство кино 1969 г., номер 10-12, подшивка;
Искусство кино 1970 г., номер 1-3, подшивка;
Искусство кино 1970 г., номер 4-6, подшивка;
Искусство кино 1970 г., номер 7-9, подшивка;
Искусство кино 1970 г., номер 10-12, подшивка;
Искусство кино 1971 г., номер 1-3, подшивка;
Искусство кино 1971 г., номер 7-9, подшивка;
Искусство кино 1971 г., номер 10-12, подшивка;
Искусство кино 1972 г., номер 1-2, подшивка;
Искусство кино 1972 г., номер 3-4, подшивка;
Искусство кино 1972 г., номер 5-6, подшивка;
Искусство кино 1972 г., номер 7-8, подшивка;
Искусство кино 1972 г., номер 9-10, подшивка;
Искусство кино 1972 г., номер 11-12, подшивка;
Искусство кино 1973 г., номер 1-2, подшивка;
Искусство кино 1973 г., номер 3-4, подшивка;
Искусство кино 1973 г., номер 5-6, подшивка;
Искусство кино 1973 г., номер 7-8, подшивка;
Искусство кино 1973 г., номер 9-10, подшивка;
Искусство кино 1973 г., номер 11-12, подшивка;
Искусство кино 1974 г., номер 1-2, подшивка;
Искусство кино 1974 г., номер 3-4, подшивка;
Искусство кино 1974 г., номер 5-6, подшивка;
Искусство кино 1974 г., номер 7-8, подшивка;
Искусство кино 1974 г., номер 9-10, подшивка;
Искусство кино 1974 г., номер 11-12, подшивка;
";"Суслова Е.В. Евдокимова Л.В.
Пинто- Бакерисо Н.В."
"7108
6458";108;"Искусство кино 1969 г., номер 1-3, подшивка;
Искусство кино 1969 г., номер 4-6, подшивка;
Искусство кино 1969 г., номер 7-9, подшивка;
Искусство кино 1969 г., номер 10-12, подшивка;
Искусство кино 1970 г., номер 1-3, подшивка;
Искусство кино 1970 г., номер 4-6, подшивка;
Искусство кино 1970 г., номер 7-9, подшивка;
Искусство кино 1970 г., номер 10-12, подшивка;
Искусство кино 1971 г., номер 1-3, подшивка;
Искусство кино 1971 г., номер 7-9, подшивка;
Искусство кино 1971 г., номер 10-12, подшивка;
Искусство кино 1972 г., номер 1-2, подшивка;
Искусство кино 1972 г., номер 3-4, подшивка;
Искусство кино 1972 г., номер 5-6, подшивка;
Искусство кино 1972 г., номер 7-8, подшивка;
Искусство кино 1972 г., номер 9-10, подшивка;
Искусство кино 1972 г., номер 11-12, подшивка;
Искусство кино 1973 г., номер 1-2, подшивка;
Искусство кино 1973 г., номер 3-4, подшивка;
Искусство кино 1973 г., номер 5-6, подшивка;
Искусство кино 1973 г., номер 7-8, подшивка;
Искусство кино 1973 г., номер 9-10, подшивка;
Искусство кино 1973 г., номер 11-12, подшивка;
Искусство кино 1974 г., номер 1-2, подшивка;
Искусство кино 1974 г., номер 3-4, подшивка;
Искусство кино 1974 г., номер 5-6, подшивка;
Искусство кино 1974 г., номер 7-8, подшивка;
Искусство кино 1974 г., номер 9-10, подшивка;
Искусство кино 1974 г., номер 11-12, подшивка;
";"Суслова Е.В. Евдокимова Л.В.
26.07.23"
6588;31;"Искусство кино 1975 г., номер 1-2, подшивка;
Искусство кино 1975 г., номер 3-4, подшивка;
Искусство кино 1975 г., номер 5-6, подшивка;
Искусство кино 1975 г., номер 7-8, подшивка;
Искусство кино 1975 г., номер 9-10, подшивка;
Искусство кино 1975 г., номер 11-12, подшивка;
Искусство кино 1976 г., номер 1-2, подшивка;
Искусство кино 1976 г., номер 3-4, подшивка;
Искусство кино 1976 г., номер 5-6, подшивка;
Искусство кино 1976 г., номер 7-8, подшивка;
Искусство кино 1976 г., номер 9-10, подшивка;
Искусство кино 1976 г., номер 11-12, подшивка;
Искусство кино 1977 г., номер 1-3, подшивка;
Искусство кино 1977 г., номер 4-6, подшивка;
Искусство кино 1977 г., номер 7-9, подшивка;
Искусство кино 1977 г., номер 10-12, подшивка;
Искусство кино 1978 г., номер 1-3, подшивка;
Искусство кино 1978 г., номер 4-6, подшивка;
Искусство кино 1978 г., номер 7-9, подшивка;
Искусство кино 1978 г., номер 10-12, подшивка;
Искусство кино 1978 г., номер 11;
Искусство кино 1979 г., номер 1-3, подшивка;
Искусство кино 1979 г., номер 4-6, подшивка;
Искусство кино 1979 г., номер 7-9, подшивка;
Искусство кино 1979 г., номер 10-12, подшивка;
Искусство кино 1980 г., номер 1-3, подшивка;
Искусство кино 1980 г., номер 4-6, подшивка;
Искусство кино 1980 г., номер 7-9, подшивка;
Искусство кино 1980 г., номер 10-12, подшивка;
Искусство кино 1981 г., номер 1-3, подшивка;
Искусство кино 1981 г., номер 4-6, подшивка;

";"Суслова Е.В. Евдокимова Л.В.
Пинто- Бакерисо Н.В."
"7109
6459
";;"Искусство кино 1975 г., номер 1-2, подшивка;
Искусство кино 1975 г., номер 3-4, подшивка;
Искусство кино 1975 г., номер 5-6, подшивка;
Искусство кино 1975 г., номер 7-8, подшивка;
Искусство кино 1975 г., номер 9-10, подшивка;
Искусство кино 1975 г., номер 11-12, подшивка;
Искусство кино 1976 г., номер 1-2, подшивка;
Искусство кино 1976 г., номер 3-4, подшивка;
Искусство кино 1976 г., номер 5-6, подшивка;
Искусство кино 1976 г., номер 7-8, подшивка;
Искусство кино 1976 г., номер 9-10, подшивка;
Искусство кино 1976 г., номер 11-12, подшивка;
Искусство кино 1977 г., номер 1-3, подшивка;
Искусство кино 1977 г., номер 4-6, подшивка;
Искусство кино 1977 г., номер 7-9, подшивка;
Искусство кино 1977 г., номер 10-12, подшивка;
Искусство кино 1978 г., номер 1-3, подшивка;
Искусство кино 1978 г., номер 4-6, подшивка;
Искусство кино 1978 г., номер 7-9, подшивка;
Искусство кино 1978 г., номер 10-12, подшивка;
Искусство кино 1978 г., номер 11;
Искусство кино 1979 г., номер 1-3, подшивка;
Искусство кино 1979 г., номер 4-6, подшивка;
Искусство кино 1979 г., номер 7-9, подшивка;
Искусство кино 1979 г., номер 10-12, подшивка;
Искусство кино 1980 г., номер 1-3, подшивка;
Искусство кино 1980 г., номер 4-6, подшивка;
Искусство кино 1980 г., номер 7-9, подшивка;
Искусство кино 1980 г., номер 10-12, подшивка;
Искусство кино 1981 г., номер 1-3, подшивка;
Искусство кино 1981 г., номер 4-6, подшивка;

";"Евдокимова Л.В.
26.07.23"
6589;28;"Искусство кино 1981 г., номер 7-9, подшивка;
Искусство кино 1981 г., номер 10-12, подшивка;
Искусство кино 1982 г., номер 1-3, подшивка;
Искусство кино 1982 г., номер 4-6, подшивка;
Искусство кино 1982 г., номер 10-12, подшивка;
Искусство кино 1983 г., номер 1-2, подшивка;
Искусство кино 1983 г., номер 3-4, подшивка;
Искусство кино 1983 г., номер 5-6, подшивка;
Искусство кино 1983 г., номер 7-9, подшивка;
Искусство кино 1983 г., номер 10-12, подшивка;
Искусство кино 1984 г., номер 1-3, подшивка;
Искусство кино 1984 г., номер 4-6, подшивка;
Искусство кино 1984 г., номер 7-9, подшивка;
Искусство кино 1984 г., номер 10-12, подшивка;
Искусство кино 1985 г., номер 1-3, подшивка;
Искусство кино 1985 г., номер 4-6, подшивка;
Искусство кино 1985 г., номер 7-9, подшивка;
Искусство кино 1985 г., номер 10;
Искусство кино 1985 г., номер 11;
Искусство кино 1985 г., номер 12;
Искусство кино 1986 г., номер 1-3, подшивка;
Искусство кино 1986 г., номер 4-6, подшивка;
Искусство кино 1986 г., номер 7-9, подшивка;
Искусство кино 1986 г., номер 10-12, подшивка;
Искусство кино 1987 г., номер 1-3, подшивка;
Искусство кино 1987 г., номер 4-6, подшивка;
Искусство кино 1987 г., номер 7-9, подшивка;
Искусство кино 1987 г., номер 10-12, подшивка;

";"Суслова Е.В. Евдокимова Л.В.
Пинто- Бакерисо Н.В."
"7111
6461";101;"Искусство кино 1981 г., номер 7-9, подшивка;
Искусство кино 1981 г., номер 10-12, подшивка;
Искусство кино 1982 г., номер 1-3, подшивка;
Искусство кино 1982 г., номер 4-6, подшивка;
Искусство кино 1982 г., номер 10-12, подшивка;
Искусство кино 1983 г., номер 1-2, подшивка;
Искусство кино 1983 г., номер 3-4, подшивка;
Искусство кино 1983 г., номер 5-6, подшивка;
Искусство кино 1983 г., номер 7-9, подшивка;
Искусство кино 1983 г., номер 10-12, подшивка;
Искусство кино 1984 г., номер 1-3, подшивка;
Искусство кино 1984 г., номер 4-6, подшивка;
Искусство кино 1984 г., номер 7-9, подшивка;
Искусство кино 1984 г., номер 10-12, подшивка;
Искусство кино 1985 г., номер 1-3, подшивка;
Искусство кино 1985 г., номер 4-6, подшивка;
Искусство кино 1985 г., номер 7-9, подшивка;
Искусство кино 1985 г., номер 10;
Искусство кино 1985 г., номер 11;
Искусство кино 1985 г., номер 12;
Искусство кино 1986 г., номер 1-3, подшивка;
Искусство кино 1986 г., номер 4-6, подшивка;
Искусство кино 1986 г., номер 7-9, подшивка;
Искусство кино 1986 г., номер 10-12, подшивка;
Искусство кино 1987 г., номер 1-3, подшивка;
Искусство кино 1987 г., номер 4-6, подшивка;
Искусство кино 1987 г., номер 7-9, подшивка;
Искусство кино 1987 г., номер 10-12, подшивка;

";"Суслова Е.В. Евдокимова Л.В.
26.07.23"
6590;31;"Искусство кино 1988 г., номер 1-3, подшивка;
Искусство кино 1988 г., номер 4-6, подшивка;
Искусство кино 1988 г., номер 7-9, подшивка;
Искусство кино 1988 г., номер 10-12, подшивка;
Искусство кино 1989 г., номер 1-2, подшивка;
Искусство кино 1989 г., номер 3-4, подшивка;
Искусство кино 1989 г., номер 5-6, подшивка;
Искусство кино 1989 г., номер 7-8, подшивка;
Искусство кино 1989 г., номер 9-10, подшивка;
Искусство кино 1989 г., номер 11-12, подшивка;
Искусство кино 1990 г., номер 3-4, подшивка;
Искусство кино 1990 г., номер 5-6, подшивка;
Искусство кино 1990 г., номер 7-8, подшивка;
Искусство кино 1990 г., номер 9-10, подшивка;
Искусство кино 1990 г., номер 11-12, подшивка;
Искусство кино 1991 г., номер 1-2, подшивка;
Искусство кино 1991 г., номер 3-4, подшивка;
Искусство кино 1991 г., номер 5-6, подшивка;
Искусство кино 1991 г., номер 7-8, подшивка;
Искусство кино 1991 г., номер 9-10, подшивка;
Искусство кино 1991 г., номер 11-12, подшивка;
Искусство кино 1992 г., номер 1-2, подшивка;
Искусство кино 1992 г., номер 3-4, подшивка;
Искусство кино 1992 г., номер 5-6, подшивка;
Искусство кино 1992 г., номер 7-8, подшивка;
Искусство кино 1992 г., номер 9-10, подшивка;
Искусство кино 1992 г., номер 11-12, подшивка;
Искусство кино 1993 г., номер 1-2, подшивка;
Искусство кино 1993 г., номер 3-4, подшивка;
Искусство кино 1993 г., номер 5-6, подшивка;
Искусство кино 1993 г., номер 7-8, подшивка;

";"Суслова Е.В. Евдокимова Л.В.
Пинто- Бакерисо Н.В."
"7112
6462";103;"Искусство кино 1988 г., номер 1-3, подшивка;
Искусство кино 1988 г., номер 4-6, подшивка;
Искусство кино 1988 г., номер 7-9, подшивка;
Искусство кино 1988 г., номер 10-12, подшивка;
Искусство кино 1989 г., номер 1-2, подшивка;
Искусство кино 1989 г., номер 3-4, подшивка;
Искусство кино 1989 г., номер 5-6, подшивка;
Искусство кино 1989 г., номер 7-8, подшивка;
Искусство кино 1989 г., номер 9-10, подшивка;
Искусство кино 1989 г., номер 11-12, подшивка;
Искусство кино 1990 г., номер 3-4, подшивка;
Искусство кино 1990 г., номер 5-6, подшивка;
Искусство кино 1990 г., номер 7-8, подшивка;
Искусство кино 1990 г., номер 9-10, подшивка;
Искусство кино 1990 г., номер 11-12, подшивка;
Искусство кино 1991 г., номер 1-2, подшивка;
Искусство кино 1991 г., номер 3-4, подшивка;
Искусство кино 1991 г., номер 5-6, подшивка;
Искусство кино 1991 г., номер 7-8, подшивка;
Искусство кино 1991 г., номер 9-10, подшивка;
Искусство кино 1991 г., номер 11-12, подшивка;
Искусство кино 1992 г., номер 1-2, подшивка;
Искусство кино 1992 г., номер 3-4, подшивка;
Искусство кино 1992 г., номер 5-6, подшивка;
Искусство кино 1992 г., номер 7-8, подшивка;
Искусство кино 1992 г., номер 9-10, подшивка;
Искусство кино 1992 г., номер 11-12, подшивка;
Искусство кино 1993 г., номер 1-2, подшивка;
Искусство кино 1993 г., номер 3-4, подшивка;
Искусство кино 1993 г., номер 5-6, подшивка;
Искусство кино 1993 г., номер 7-8, подшивка;

";"Суслова Е.В. Евдокимова Л.В.
26.07.23"
6609;61;"Искусство кино 2002 г. номер 1
Искусство кино 2002 г. номер 2
Искусство кино 2002 г. номер 3
Искусство кино 2002 г. номер 4
Искусство кино 2002 г. номер 5-6
Искусство кино 2002 г. номер 7-8
Искусство кино 2002 г. номер 9-10
Искусство кино 2002 г. номер 11-12
Искусство кино 2003 г. номера: 1-2, 3-4, 5-6, 7-
8, 9-10, 11-12 (6 подшивок)
Искусство кино 2004 г: номер 1-12 (12 экз)
Искусство кино 2005 г: номер 1-12 (12 экз)
Искусство кино 2006 г: номер 1-11 (11 экз)
Искусство кино 2007: номер 1- 12 (12 экз)";Чиж И. Пинто Н.
6593;84;"Искусство кино 2006 г., номер 1;
Искусство кино 2006 г., номер 2;
Искусство кино 2006 г., номер 3;
Искусство кино 2006 г., номер 4;
Искусство кино 2006 г., номер 5;
Искусство кино 2006 г., номер 6;
Искусство кино 2006 г., номер 7;
Искусство кино 2006 г., номер 8;
Искусство кино 2006 г., номер 9;
Искусство кино 2006 г., номер 10;
Искусство кино 2006 г., номер 11;
Искусство кино 2006 г., номер 12;
Искусство кино 2007 г., номер 1;
Искусство кино 2007 г., номер 2;
Искусство кино 2007 г., номер 3;
Искусство кино 2007 г., номер 4;
Искусство кино 2007 г., номер 5;
Искусство кино 2007 г., номер 6;
Искусство кино 2007 г., номер 7;
Искусство кино 2007 г., номер 8;
Искусство кино 2007 г., номер 9;
Искусство кино 2007 г., номер 10;
Искусство кино 2007 г., номер 11;
Искусство кино 2007 г., номер 12;
Искусство кино 2008 г., номер 1;
Искусство кино 2008 г., номер 2;
Искусство кино 2008 г., номер 3;
Искусство кино 2008 г., номер 4;
Искусство кино 2008 г., номер 5;
Искусство кино 2008 г., номер 6;
Искусство кино 2008 г., номер 7;
Искусство кино 2008 г., номер 8;
Искусство кино 2008 г., номер 9;
Искусство кино 2008 г., номер 10;
Искусство кино 2008 г., номер 11;
Искусство кино 2008 г., номер 12;
Искусство кино 2009 г., номер 1;
Искусство кино 2009 г., номер 2;
Искусство кино 2009 г., номер 3;
Искусство кино 2009 г., номер 4;
Искусство кино 2009 г., номер 5;
Искусство кино 2009 г., номер 6;
Искусство кино 2009 г., номер 7;
Искусство кино 2009 г., номер 8;
Искусство кино 2009 г., номер 9;
Искусство кино 2009 г., номер 10;
Искусство кино 2009 г., номер 11;
Искусство кино 2009 г., номер 12;
Искусство кино 2010 г., номер 1;
Искусство кино 2010 г., номер 2;
Искусство кино 2010 г., номер 3;
Искусство кино 2010 г., номер 4;
Искусство кино 2010 г., номер 5;
Искусство кино 2010 г., номер 6;
Искусство кино 2010 г., номер 7;
Искусство кино 2010 г., номер 8;
Искусство кино 2010 г., номер 9;
Искусство кино 2010 г., номер 10;
Искусство кино 2010 г., номер 11;
Искусство кино 2010 г., номер 12;
Искусство кино 2011 г., номер 1;
Искусство кино 2011 г., номер 2;
Искусство кино 2011 г., номер 3;
Искусство кино 2011 г., номер 4;
Искусство кино 2011 г., номер 5;
Искусство кино 2011 г., номер 6;
Искусство кино 2011 г., номер 7;
Искусство кино 2011 г., номер 8;
Искусство кино 2011 г., номер 9;
Искусство кино 2011 г., номер 10;
Искусство кино 2011 г., номер 11;
Искусство кино 2011 г., номер 12;
Искусство кино 2012 г., номер 1;
Искусство кино 2012 г., номер 2;
Искусство кино 2012 г., номер 3;
Искусство кино 2012 г., номер 4;
Искусство кино 2012 г., номер 5;
Искусство кино 2012 г., номер 6;
Искусство кино 2012 г., номер 7;
Искусство кино 2012 г., номер 8;
Искусство кино 2012 г., номер 9;
Искусство кино 2012 г., номер 10;
Искусство кино 2012 г., номер 11;
Искусство кино 2012 г., номер 12;

";"Суслова Е.В. Евдокимова Л.В.
Пинто- Бакерисо Н.В."
6610;69;"Искусство кино 2008 г. номер 1-12(12 экз) Искусство кино 2009 г. номер 1-12 (12 экз)
Искусство кино 2010 г. номер 1-12 (12 экз)
Искусство кино 2011 г. номер 1-12 (12 экз)
Искусство кино 2012 г. номер 1-12 (12 экз)
Искусство кино 2013 г. номер 4-12 (9 экз)";Рубанова Пинто
6594;77;"Искусство кино 2013 г., номер 1;
Искусство кино 2013 г., номер 2;
Искусство кино 2013 г., номер 3;
Искусство кино 2013 г., номер 4;
Искусство кино 2013 г., номер 5;
Искусство кино 2013 г., номер 6;
Искусство кино 2013 г., номер 7;
Искусство кино 2013 г., номер 8;
Искусство кино 2013 г., номер 9;
Искусство кино 2013 г., номер 10;
Искусство кино 2013 г., номер 11;
Искусство кино 2013 г., номер 12;
Искусство кино 2014 г., номер 1;
Искусство кино 2014 г., номер 2;
Искусство кино 2014 г., номер 3;
Искусство кино 2014 г., номер 4;
Искусство кино 2014 г., номер 5;
Искусство кино 2014 г., номер 6;
Искусство кино 2014 г., номер 7;
Искусство кино 2014 г., номер 8;
Искусство кино 2014 г., номер 9;
Искусство кино 2014 г., номер 10;
Искусство кино 2014 г., номер 11;
Искусство кино 2014 г., номер 12;
Искусство кино 2015 г., номер 1;
Искусство кино 2015 г., номер 2;
Искусство кино 2015 г., номер 3;
Искусство кино 2015 г., номер 4;
Искусство кино 2015 г., номер 5;
Искусство кино 2015 г., номер 6;
Искусство кино 2015 г., номер 7;
Искусство кино 2015 г., номер 8;
Искусство кино 2015 г., номер 9;
Искусство кино 2015 г., номер 10;
Искусство кино 2015 г., номер 11;
Искусство кино 2015 г., номер 12;
Искусство кино 2016 г., номер 1;
Искусство кино 2016 г., номер 2;
Искусство кино 2016 г., номер 3;
Искусство кино 2016 г., номер 4;
Искусство кино 2016 г., номер 5;
Искусство кино 2016 г., номер 6;
Искусство кино 2016 г., номер 7;
Искусство кино 2016 г., номер 8;
Искусство кино 2016 г., номер 9;
Искусство кино 2016 г., номер 10;
Искусство кино 2016 г., номер 11;
Искусство кино 2016 г., номер 12;
Искусство кино 2017 г., номер 2;
Искусство кино 2017 г., номер 3;
Искусство кино 2017 г., номер 4;
Искусство кино 2017 г., номер 5-6;
Искусство кино 2018 г., номер 1-2;
Искусство кино 2018 г., номер 3-4;
Искусство кино 2018 г., номер 5-6;
Искусство кино 2018 г., номер 7-8;
Искусство кино 2018 г., номер 9-10;
Искусство кино 2018 г., номер 11-12;
Искусство кино 2019 г., номер 1-2;
Искусство кино 2019 г., номер 3-4;
Искусство кино 2019 г., номер 5-6;
Искусство кино 2019 г., номер 7-8;
Искусство кино 2019 г., номер 9-10;
Искусство кино 2020 г., номер 1-2;
Искусство кино 2020 г., номер 3-4;
Искусство кино 2020 г., номер 5-6;
Искусство кино 2020 г., номер 7-8;
Искусство кино 2020 г., номер 9-10;
Искусство кино 2020 г., номер 11-12;
Искусство кино 2021 г., номер 1-2;
Искусство кино 2021 г., номер 3-4;
Искусство кино 2021 г., номер 5-6;
Искусство кино 2021 г., номер 7-8;
Искусство кино 2021 г., номер 9-10;
Искусство кино 2021 г., номер 11-12;
Искусство кино 2022 г., номер 1-2;
Искусство кино 2022 г., номер 3-4; 
";"Суслова Е.В. Евдокимова Л.В.
Пинто- Бакерисо Н.В."
