Номер коробки;"КОЛ-ВО
экз. в коробке";"Обзорное описание изданий
(Название, год и номера или подшивки)";Примечания
"7126
6476";163;"Театральная Москва
1990, № 1, 2, 3, 4, 10, 10, 11, 11, 12, 12, 13, 13,
14, 15, 15, 16, 16, 17, 17, 18, 18. 21, 21, 22, 22.
23, 23, 24, 24, 26, 26, 27, 27, 28, 28, 30
Театральная жизнь
1958, № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1959, № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14,
15, 16, 17, 18, 19, 20, 21, 22, 23, 24
1960, № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15,
16, 17, 19, 20, 21, 22, 23, 24
1961, № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14,
15, 16, 17, 18, 19, 20, 21, 22, 23, 24
1962, № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15,
16, 17, 18, 19, 20, 21, 22, 23, 24
1963, № 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14,
15, 16, 17, 18, 19, 20, 21, 22, 23, 24";"26.07.2023
Селезнева Л. А. Прудникова С. В"
6813;179;"Театральный еженедельник
1923 № 1, № 4, №5, № 7, №9, № 11
Театральный журнал
1923 № 1 (2 экз.)
Театральный курьер
1911 № 12
1912 № 9
1918 № 1, 14, 16, 18, 24, 25, 27, 28, 29, 30/31, 34, 35, 38, 47, 48
Театры и пьесы
1903 № 44-68 (подшивка)
Театры и зрелища
1925 № 42
1926 № 33-40, 44-49, 51-52 (подшивка)
1926 №№ 2-19, 21-24, 33, 34, 36-39, 49 - (всего 26 экз.)
1926 №№ 14-43- (всего 30 экз.), № 45, 47, 50, 51
1926 №№ 40-52 - (всего 12 экз.)
1927 № 37, 39, 40, 43, 49-57 (подшивка)
1927 №№ 1-13- (всего 12 экз.), № 2-6 (всего 4 экз.), 10-12, (2 экз.) № 14
1927 №№ 14-30 (всего 16 экз.), 18-28 (всего 10 экз.), 33-37 (всего 5 экз.), 40-45 (всего 5 экз.), 51-52 (подшивка), 34-37 (3 экз.), 40-50 (6 экз.), 38-39 (подшивка), 
№ 2-14, 18-20, 22-24 (подшивка)
Текст. Книга. Книгоиздание.
2023 № 31
Телевидение и радиовещание
1971 № 1-6 (подшивка), 7-12 (подшивка)
1972 № 8-12 (подшивка)
1974 № 1-12 (подшивка)
1975 № 1-12 (подшивка)
1976 № 1-12 (подшивка)
1977 № 1-6 (подшивка)
1977 № 1-12 (подшивка)





 

";"Заигрова Коваленко
12.07.2023"
5059;52;"Театральный мир 2013 - № (6-7), (8-9), 10,
11, 12; 2014 - № 1, 2, 3, 4, 5, (6-7), (8-9), 10, 11,
12; 2015 – 1,2, 3,4,5, (6-7), (8-9), 10, 11, 12; 2016
– 1, 2,3, 4, 5, (6-7);
30 дней – 1925 № (3-6), (8-9); 1926 – (7,9);
1927 – (7-12); 1931 – (5-7, 10-12); 1932 – (1-9);
1933 – (1, 4, 8,9, 11-12); 1934 – (1-4, 12); 1935 –
(1-6), (7-12); 1936 – (1-3, 7,9,12); 1937 – (1-6),
(7-12); 1938- (1-6), (7-12);
Тульский зритель – (1928 №1-5,7; 1929 №8- 11; 1930 №12-13);  (1928 №№ (1-5,7; 1929 №
8-11);
Тульский зритель – 1929 - № 10, 11";"27.07.2023
Акименко А.В. Ковтуненко М.П."
6814;14;"Телевидение и радиовещание 1978   № 1-12 (подшивка)
1980 № 1, 3-12 (подшивка)
1981 № 1-6, 7-12 (подшивка)
1982 № 1-6 (подшивка)
1988 № 1-6, 7-12 (подшивка)
1989 № 1-6, 7-12 (подшивка)
1990 № 1-6, 7-12 (подшивка) Телерадио –эфир
1991 № 1-6, 7-12 (подшивка)
1992 № 1-5/6, 7 (подшивка)
1993 № 1
Техника. Кино и телевидение 2003 № 1-6, 7-12 (подшивка)
2004 № 1-6, 7-12 (подшивка)
20054 № 1-2, 5-10 (подшивка)
2006 № 1-6, 7-12 (подшивка)";"Заигрова Коваленко
12.07.2023"
6815;21;"Телевидение и радиовещание 2007 № 1-6, 7-12 (подшивки)
2008 № 1-6, 7-12 (подшивки)
2009 № 1-6, 7-12 (подшивки)
2010 № 1-6, 7-12 (подшивки)
2011 № 1-6, 7-12 (подшивки)
2012 № 1-6, 7-12 (подшивки)
2013 № 4-12 (подшивка)
2014 № 3-6, 7-12 (подшивки)
2015 № 1-6, 7-12 (подшивки)
2016 № 1-6, 7-12 (подшивки)
2017 № 1-6, 7-12 (подшивки)";"Заигрова Коваленко
12.07.2023"
6812;94;"Тетради по консерватизму
2021 № 4
2022 № 1, №2, №3, №4
2023 № 1
Театральная семья
2017 № 2
Театральная техника и технология
1957 № 1 (2 экз.)
1958 № 2/3, № 4/5
1958№ 2/3, 4/5 (подшивка)
1959 № 6 вып.
Театральное обозрение
1921 № 1, № 2, №4, № 5, №7, № 8
1921 № 1-10 (подшивка), №1, 2, 6-8 -(подшивка)
1922 № 2, 4 (подшивка), № 6
1922 № 2, № 3, № 4, № 5, № 6
Театральные известия (Харьков)
1921 № 1, № 2, № 3, № 4, № 5, № 6, № 7, № 8 (2 экз.)
1921 № 10-23 (все номера)
1922 № 1, № 24
Театральные известия (Теат-ком-губотнаробраза
1920 № 1-4 (подшивка)
Театральные известия (Украина- роста)
1920 № 1, 3-10 (подшивка)
Театральные новинки
1911-1912 № 24
Театральный альманах
1926-1927 (2 экз. 1 номер)
Театральный альманах (журнал «Маски»)
1913-1914 (1 экз. 1 номер)
1914-1915(3 экз. 1 номер)
Театральный бюллетень
1922 № 1, № 2, № 3, №4, №.6, №9, №10, № 12, № 13
1927 № 1, № 2 (2 экз.)
1928 № 4 (2 экз.)
1929 № 2
Театральный вестник
2008 № 11, № 12 (подшивка)
2009 № 1-12 (подшивка)

Театральный день
1924 №1-2 (6 экз.)
1909 № 63-124 (подшивка)
Театральный дневник
1997 № 1

";"Заигрова Коваленко
12.07.2023"
6816;86;"Техника, кино и телевидение
2018 № 1, № 2, № 3, № 4, № 5, № 6, № 7, № 8, № 9, № 10, № 11, № 12
2019 № 1, № 2, № 3, № 4, № 5, № 6, № 7, № 8, № 9, № 10, № 11, № 12
2020 № 1, № 2, № 3, № 4, № 5, № 6, № 7, № 8, № 9, № 10, № 11, № 12
2021 № 1, № 2, № 3, № 4, № 5, № 6, № 7, № 8, № 9, № 10, № 11, № 12
2022 № 1, № 2, № 3, № 4, № 5, № 6, № 7, № 8, № 9, № 10, № 11, № 12
2023 № 1, № 2, № 3, № 4, № 5, № 6
Техническая эстетика и промышленный дизайн
2005 № 1-6 (подшивка)
Технология строительства
2014 спец. вып.
Томский зритель
1926 № 1-10 (подшивка)
1927 № 2-16 (подшивка)
Томский театрал
1904 № 1-4 (подшивка)
Традиции и авангард
2021 № 2, № 3, № 4
2022 № 1, №2, № 3, № 4
2023 № 1
Третьяковская галерея
2003 № 1 
2004 № 1-2 (подшивка), № 3, № 4
2005 № 1-2 (подшивка), №3, № 4

";"Заигрова Коваленко
12.07.2023"
6817;14;"Третьяковская галерея
2006 № 1-2 (подшивка) № 3-4 (подшивка)
2007 № 1, № 1-2 (подшивка) № 3-4 (подшивка)
2008 № 1-2 (подшивка)
2009 № 1-2 (подшивка) № 3-4 (подшивка)
2010 № 1-2 (подшивка) № 3-4 (подшивка)
2011 № 1-2 (подшивка) № 3-4 (подшивка)
2012 № 1-2 (подшивка) № 3-4 (подшивка)";"Заигрова Коваленко
12.07.2023"
6818;43;"Третьяковская галерея
2013 № 1-2 (подшивка), №№ 3, 4
2014 №№ 1, 2, 3, 4
2015 спец. вып.
2015 №№ 1, 2, 3, 4
2016 №№ 1, 2, 3, 4
2017 №№ 1, 2, +прил., 3, 4
2018 №№ 1 + прил., 2, 3, 4
2019 №№ 1, 2, 3, 4
2020 №№ 1, 2, 3, 4
2021 №№ 1, 2, 3, 4
2022 №№ 1, 2, 3, 4
2023 № 1";"Заигрова Коваленко
12.07.2023"
6819;119;"Трибуна искусства
1925 № 11, 12, 13 (подшивка) Труды и дни
1912 № 6
Турне
1990 №№ 1, 2,3, 4
1993 спец. вып., № 1
1994 № 1
1994/95 № 11/13
Тяни-толкай 1993 № 1
Углечеполе 2012 № 15
2020 № 1
Университетская книга 2012 № № 7/8, 9, 10, 11, 12
2013 № № 1/2, 3, 4, 5, 6, 7/8, 9, 10, 11, 12
2014 № № 1/2, 3, 4, 5, 6, 9, 10, 11, 12
2015 № № 1/2, 3, 4, 5, 6, 7/8, 9, 10, 11, 12
2016 № № 1/2, 3, 4, 5, 6, 7/8, 9, 10, 11, 12
2017 № № 1/2, 3, 5, 6, 7/8, 9, 10, 11, 12
2018 № № 1/2, 3, 4, 6, 9, 10, 11, 12
2019 № № 1/2, 3, 4, 5, 6, 7/8, 9, 10, 11, 12
2020 № № 1/2, 3, 4, 5, 6, 7/8, 9, 10, 11, 12
2021 № № 1/2, 3, 4, 5, 6, 7/8, 9, 10, 11, 12
2022 № № 1/2, 3, 4, 5, 6, 7/8, 9, 10, 11, 12
2023 № № 1/2, 3, 4, 5, 6";"Заигрова Коваленко
12.07.2023"
